0;0;0;0;land;false;unknown;0
1;216;246;168;land;false;plains;1
2;185;149;202;land;false;plains;1
3;252;101;157;land;true;hills;1
4;68;251;228;land;true;hills;1
5;149;199;191;land;false;forest;1
6;243;180;161;land;false;jungle;1
7;252;129;141;land;false;plains;1
8;199;193;245;land;true;hills;1
9;155;249;181;land;false;forest;1
10;250;62;200;land;false;plains;1
11;245;100;235;land;false;mountain;1
12;252;194;75;land;false;plains;1
13;155;180;243;land;false;mountain;1
14;208;231;205;land;true;hills;1
15;208;222;132;land;false;plains;1
16;69;246;187;land;false;jungle;1
17;206;63;239;land;false;mountain;1
18;226;232;250;land;false;plains;1
19;246;90;226;land;false;plains;1
20;80;185;251;land;false;forest;1
21;165;201;254;land;false;jungle;1
22;225;234;122;land;false;plains;1
23;253;159;214;land;false;jungle;1
24;173;248;96;land;false;forest;1
25;192;133;227;land;false;plains;1
26;230;235;102;land;false;plains;1
27;204;178;226;land;false;plains;1
28;249;210;60;land;false;mountain;1
29;247;197;234;land;true;hills;1
30;227;211;119;land;false;plains;1
31;173;228;132;land;false;plains;1
32;122;228;213;land;false;jungle;1
33;192;195;137;land;false;hills;1
34;200;191;111;land;false;plains;1
35;136;205;175;land;false;plains;1
36;88;216;249;land;false;jungle;1
37;169;175;190;land;false;plains;1
38;166;155;207;land;false;forest;1
39;196;160;215;land;false;forest;1
40;190;128;196;land;false;jungle;1
41;233;234;90;land;false;plains;1
42;197;232;147;land;false;plains;1
43;238;211;91;land;false;hills;1
44;94;213;210;land;false;plains;1
45;73;248;227;land;false;plains;1
46;242;197;164;land;false;plains;1
47;122;165;234;land;false;plains;1
48;163;197;190;land;false;jungle;1
49;78;246;198;land;false;forest;1
50;240;235;142;land;false;mountain;1
51;227;210;130;land;false;plains;1
52;177;157;243;land;false;jungle;1
53;249;179;125;land;false;jungle;1
54;248;230;82;land;false;plains;1
55;118;194;241;land;false;plains;1
56;250;81;240;land;false;plains;1
57;153;173;194;land;false;plains;1
58;155;148;242;land;true;hills;1
59;100;250;226;land;false;plains;1
60;204;232;125;land;false;plains;1
61;248;233;226;land;false;jungle;1
62;173;179;190;land;false;plains;1
63;162;250;159;land;false;forest;1
64;57;223;224;land;false;forest;1
65;210;171;140;land;true;hills;1
66;242;233;33;land;false;jungle;1
67;167;216;246;land;false;jungle;1
68;253;180;208;land;false;plains;1
69;142;243;133;land;false;plains;1
70;179;188;242;land;false;forest;1
71;204;191;119;land;false;hills;1
72;208;231;147;land;true;hills;1
73;144;221;235;land;true;hills;1
74;252;236;233;land;false;mountain;1
75;219;190;192;land;false;forest;1
76;232;210;157;land;false;plains;1
77;253;58;246;land;false;forest;1
78;171;149;253;land;false;plains;1
79;102;244;241;land;true;plains;1
80;135;238;237;land;false;plains;1
81;225;61;239;land;true;desert;1
82;163;250;92;land;false;plains;1
83;60;250;227;land;false;forest;1
84;224;196;173;land;false;mountain;1
85;91;227;251;land;false;mountain;1
86;154;251;164;land;false;plains;1
87;121;248;249;land;false;plains;1
88;163;189;183;land;false;plains;1
89;225;110;221;land;false;forest;1
90;234;121;146;land;false;jungle;1
91;149;180;236;land;false;plains;1
92;244;209;156;land;false;plains;1
93;123;233;188;land;false;plains;1
94;176;182;191;land;false;plains;1
95;127;161;229;land;true;hills;1
96;176;219;196;land;false;forest;1
97;184;196;150;land;false;jungle;1
98;188;121;231;land;false;forest;1
99;169;218;137;land;false;plains;1
100;246;249;48;land;false;mountain;1
101;174;161;236;land;false;plains;1
102;227;67;233;land;false;plains;1
103;192;197;209;land;false;mountain;1
104;246;124;184;land;false;plains;1
105;207;248;194;land;false;plains;1
106;220;166;157;land;true;hills;1
107;148;215;142;land;false;mountain;1
108;154;219;140;land;false;plains;1
109;239;192;179;land;false;plains;1
110;240;165;109;land;false;plains;1
111;236;250;206;land;true;hills;1
112;199;241;130;land;true;plains;1
113;112;214;233;land;false;plains;1
114;142;120;253;land;false;plains;1
115;164;202;199;land;false;jungle;1
116;234;140;137;land;false;plains;1
117;216;233;190;land;false;forest;1
118;246;184;224;land;false;plains;1
119;231;192;216;land;false;plains;1
120;85;234;243;land;false;forest;1
121;231;234;67;land;false;plains;1
122;248;135;134;land;false;jungle;1
123;247;153;121;land;true;hills;1
124;154;155;202;land;false;jungle;1
125;217;75;245;land;false;jungle;1
126;186;245;165;land;false;forest;1
127;244;162;117;land;false;plains;1
128;133;244;247;land;true;hills;1
129;195;220;143;land;false;jungle;1
130;234;166;225;land;false;plains;1
131;210;222;153;land;false;plains;1
132;199;234;79;land;true;hills;1
133;154;216;196;land;false;plains;1
134;90;204;211;land;false;plains;1
135;156;227;181;land;false;plains;1
136;191;176;167;land;false;hills;1
137;207;62;249;land;false;plains;1
138;226;181;235;land;true;hills;1
139;254;222;208;land;false;plains;1
140;245;229;124;land;false;plains;1
141;199;161;147;land;false;forest;1
142;239;187;168;land;false;plains;1
143;237;41;231;land;false;hills;1
144;214;133;250;land;false;mountain;1
145;49;246;214;land;true;hills;1
146;67;243;208;land;false;mountain;1
147;168;239;175;land;true;hills;1
148;71;254;243;land;true;hills;1
149;236;141;239;land;false;forest;1
150;115;225;226;land;false;plains;1
151;240;191;201;land;true;urban;1
152;178;229;111;land;true;hills;1
153;158;249;181;land;false;hills;1
154;97;254;245;land;false;plains;1
155;252;249;75;land;false;jungle;1
156;236;31;242;land;false;plains;1
157;230;95;233;land;false;forest;1
158;34;251;254;land;false;plains;1
159;221;200;105;land;true;hills;1
160;159;239;118;land;false;plains;1
161;157;246;129;land;false;mountain;1
162;144;248;254;land;false;plains;1
163;191;129;233;land;false;plains;1
164;237;187;253;land;true;plains;1
165;177;136;190;land;false;forest;1
166;251;236;118;land;false;forest;1
167;104;212;212;land;false;jungle;1
168;191;246;200;land;false;plains;1
169;222;201;99;land;false;jungle;1
170;237;162;227;land;false;jungle;1
171;219;160;183;land;false;plains;1
172;206;204;244;land;false;forest;1
173;152;248;209;land;false;forest;1
174;183;238;190;land;false;plains;1
175;227;231;48;land;false;plains;1
176;61;214;228;land;false;forest;1
177;253;242;158;land;false;jungle;1
178;144;169;202;land;false;forest;1
179;234;118;204;land;false;mountain;1
180;204;202;120;land;false;forest;1
181;252;253;60;land;false;mountain;1
182;192;167;159;land;false;forest;1
183;125;155;242;land;false;mountain;1
184;202;100;241;land;false;jungle;1
185;134;249;172;land;false;forest;1
186;138;201;236;land;false;forest;1
187;200;226;113;land;false;forest;1
188;146;249;224;land;false;jungle;1
189;167;178;196;land;false;plains;1
190;136;209;251;land;false;plains;1
191;241;153;184;land;false;jungle;1
192;251;221;29;land;false;plains;1
193;144;203;200;land;false;plains;1
194;253;24;245;land;false;mountain;1
195;200;138;226;land;false;jungle;1
196;191;238;123;land;false;mountain;1
197;50;250;223;land;false;plains;1
198;223;135;228;land;false;plains;1
199;253;211;221;land;false;mountain;1
200;147;185;205;land;false;jungle;1
201;165;252;170;land;false;forest;1
202;205;196;142;land;false;forest;1
203;84;240;240;land;true;desert;1
204;157;221;127;land;false;plains;1
205;232;161;244;land;false;hills;1
206;145;229;231;land;false;plains;1
207;177;161;206;land;false;jungle;1
208;190;158;173;land;false;plains;1
209;253;141;148;land;false;plains;1
210;198;245;92;land;false;plains;1
211;233;129;153;land;false;plains;1
212;218;139;231;land;false;plains;1
213;254;210;149;land;false;jungle;1
214;160;135;236;land;true;hills;1
215;198;211;123;land;false;forest;1
216;126;242;136;land;false;plains;1
217;217;172;179;land;false;jungle;1
218;251;164;181;land;true;hills;1
219;76;233;212;land;false;mountain;1
220;219;67;225;land;false;jungle;1
221;196;233;170;land;false;jungle;1
222;253;222;115;land;false;plains;1
223;244;124;211;land;false;mountain;1
224;210;239;247;land;true;hills;1
225;173;188;167;land;true;hills;1
226;244;22;248;land;false;hills;1
227;226;62;242;land;false;plains;1
228;63;207;231;land;false;plains;1
